"Name","State","Notes","User","Tags","Created","Runtime","Sweep","accuracy","auc","auc_1","auc_2","auc_3","auc_4","auc_5","auc_6","auc_7","best_epoch","best_val_loss","binary_accuracy","epoch","loss","mean_iou","precision","precision_1","precision_2","precision_3","precision_4","precision_5","precision_6","precision_7","recall","recall_1","recall_2","recall_3","recall_4","recall_5","recall_6","recall_7","val_accuracy","val_auc","val_auc_1","val_auc_2","val_auc_3","val_auc_4","val_auc_5","val_auc_6","val_auc_7","val_binary_accuracy","val_loss","val_mean_iou","val_precision","val_precision_1","val_precision_2","val_precision_3","val_precision_4","val_precision_5","val_precision_6","val_precision_7","val_recall","val_recall_1","val_recall_2","val_recall_3","val_recall_4","val_recall_5","val_recall_6","val_recall_7"
"S_ReFo100","finished","-","","","2024-05-29T08:59:50.000Z","958","","0.7553243637084961","","0.5738409757614136","","","","","","","99","0.1285739690065384","0.7553243637084961","99","0.14195869863033295","0.0039644744247198105","","0.6595463156700134","","","","","","","","0.003878168296068907","","","","","","","0.8197908401489258","","0.7784093618392944","","","","","","","0.8197908401489258","0.1285739690065384","0.00028568858397193253","","0.6835442781448364","","","","","","","","0.00028572638984769583","","","","","",""
"S_ReCr100","finished","-","","","2024-05-29T06:16:19.000Z","1339","","0.7516610026359558","","","","","","","0.6173232793807983","","99","0.5221865177154541","0.7516610026359558","99","0.5813113451004028","0.00041995395440608263","","","","","","","0.7516524791717529","","","","","","","","0.0004365593194961548","","0.8426952362060547","","","","","","","0.714598536491394","","0.8426952362060547","0.5221865177154541","0","","","","","","","0","","","","","","","","0",""
"S_TanCr100","finished","-","","","2024-05-29T06:01:52.000Z","861","","0.7923875451087952","","","","","","0.8157188892364502","","","99","0.31939688324928284","0.7923875451087952","99","0.4476655423641205","0.2813794016838074","","","","","","0.6716672778129578","","","","","","","","0.3213038146495819","","","0.8886222839355469","","","","","","0.8875592947006226","","","0.8886222839355469","0.31939688324928284","0.4051625728607178","","","","","","0.7170491814613342","","","","","","","","0.4822669327259064","",""
"S_TanFo100","finished","-","","","2024-05-29T05:39:21.000Z","1345","","0.7524264454841614","","","","","0.6944316029548645","","","","99","0.09873520582914352","0.7524264454841614","99","0.1329444944858551","0.13147656619548798","","","","","0.5057168006896973","","","","","","","","0.14921115338802338","","","","0.8538064956665039","","","","","0.8401302695274353","","","","0.8538064956665039","0.09873520582914352","0.11288642138242722","","","","","0.712897002696991","","","","","","","","0.11826294660568236","","",""
"A_TanFo100","finished","-","","","2024-05-29T05:25:17.000Z","837","","0.856474757194519","","","","0.915622889995575","","","","","97","0.05772720277309418","0.856474757194519","99","0.0818944126367569","0.564087450504303","","","","0.700866162776947","","","","","","","","0.7366231083869934","","","","","0.9163322448730468","","","","0.941306173801422","","","","","0.9163322448730468","0.05796049162745476","0.577801525592804","","","","0.7369719743728638","","","","","","","","0.7279109358787537","","","",""
"A_TanCr100","finished","-","","","2024-05-29T05:09:20.000Z","950","","0.8671549558639526","","","0.9260677099227904","","","","","","65","0.2263566106557846","0.8671549558639526","99","0.29512956738471985","0.5718590021133423","","","0.7434386610984802","","","","","","","","0.7103719711303711","","","","","","0.8728857040405273","","","0.9058040976524352","","","","","","0.8728857040405273","0.3615036904811859","0.2377300411462784","","","0.8074629306793213","","","","","","","","0.2520157992839813","","","","",""
"A_ReFo100","finished","-","","","2024-05-29T04:49:20.000Z","1193","","0.9072585701942444","","0.9657743573188782","","","","","","","98","0.04191603884100914","0.9072585701942444","99","0.05317899212241173","0.692940354347229","","0.7948314547538757","","","","","","","","0.8447044491767883","","","","","","","0.9390048980712892","","0.9701228737831116","","","","","","","0.9390048980712892","0.052706528455019","0.6533310413360596","","0.8604602813720703","","","","","","","","0.7307543158531189","","","","","",""
"A_ReCr100","finished","-","","","2024-05-29T04:24:48.000Z","1466","","0.9127623438835144","0.968772828578949","","","","","","","","95","0.15543240308761597","0.9127623438835144","99","0.19569790363311768","0.6938489079475403","0.8448886871337891","","","","","","","","0.7947189211845398","","","","","","","","0.934800148010254","0.9676291942596436","","","","","","","","0.934800148010254","0.1603327989578247","0.6689490079879761","0.7686974406242371","","","","","","","","0.8375347256660461","","","","","","",""
